Name	SideEffectName	MinFrequency	MaxFrequency	MeanFrequency
anastrozole	Dyspnoea	0.0756792	0.21	0.11508106363636363
anastrozole	Embolism	3e-06	0.0645793	0.0261571347826087
anastrozole	Embolism venous	0.0162602	0.0645793	0.03757716666666667
anastrozole	Endometrial cancer	0.0002	0.00549451	0.002686704285714286
anastrozole	Fatigue	0.003	0.19	0.10898557142857143
anastrozole	Fracture	1e-06	0.11	0.040319352222222216
anastrozole	Gastrointestinal disorder	0.0510666	0.383562	0.25051137999999995
anastrozole	Gastrointestinal pain	0.0569106	0.0892049	0.07370249000000001
anastrozole	Headache	0.0782779	0.18	0.11788075454545455
anastrozole	Hip fracture	0.00840336	0.00905563	0.008729495
anastrozole	Hot flush	1e-06	0.408533	0.16392041176470587
anastrozole	Hypercholesterolaemia	0.0349063	0.0899094	0.06493856666666667
anastrozole	Hyperhidrosis	0.01	0.0632411	0.03608956666666666
anastrozole	Hypertension	0.0494071	0.130013	0.09053384
anastrozole	Hypertonia	0.03	0.0508806	0.037500399999999996
anastrozole	Increased appetite	0.0	0.0513834	0.02636211
anastrozole	Infection	0.0892049	0.0921734	0.09068915
anastrozole	Influenza	0.0565977	0.06917	0.061875324999999995
anastrozole	Influenza like illness	0.07	0.07	0.07
anastrozole	Influenza-like symptoms	0.07	0.07	0.07
anastrozole	Injury	0.0979315	0.100582	0.09925675
anastrozole	Insomnia	0.0592885	0.0999353	0.08288174
anastrozole	Lethargy	0.0118577	0.0293542	0.02060595
anastrozole	Leukorrhea	0.0177866	0.092437	0.049675675
anastrozole	Lymphoedema	0.09	0.110213	0.0995104
anastrozole	Menopausal symptoms	1e-06	0.408533	0.16392041176470587
anastrozole	Mood alteration NOS	0.002	0.194049	0.126535
anastrozole	Mood swings	0.002	0.194049	0.126535
anastrozole	Multiple fractures	1e-06	0.11	0.040319352222222216
anastrozole	Musculoskeletal discomfort	1e-06	0.36	0.15581481111111112
anastrozole	Musculoskeletal stiffness	1e-06	0.359314	0.16762775000000002
anastrozole	Myalgia	0.051713	0.36	0.15653476666666666
anastrozole	Myocardial infarction	0.0129282	0.0135834	0.013255800000000002
anastrozole	Myocardial ischaemia	0.0051713	0.00776197	0.006466635
anastrozole	Nausea	0.007	0.207436	0.1326890588235294
anastrozole	Neoplasm	0.0465417	0.0523933	0.0494675
anastrozole	Oedema	0.07	0.14	0.10744668333333333
anastrozole	Oedema peripheral	0.05	0.11086	0.09017643636363636
anastrozole	Osteoarthritis	0.0504202	0.066947	0.05771771999999999
anastrozole	Osteoporosis	0.07	0.10511	0.0827182
anastrozole	Pain	0.10687	0.17238	0.13847766666666667
anastrozole	Paraesthesia	0.0355731	0.0695343	0.051093675
anastrozole	Pelvic pain	0.0454545	0.07	0.05686958571428571
anastrozole	Pharyngitis	0.0592885	0.143273	0.09934289999999998
anastrozole	Rash	0.0572519	0.125081	0.0832630375
anastrozole	Sinusitis	0.0513898	0.0595084	0.0554491
anastrozole	Stiffness	1e-06	0.359314	0.16762775000000002
anastrozole	Sweating	0.01	0.0632411	0.03608956666666666
anastrozole	Thromboembolic event	3e-06	0.0488041	0.018815685714285713
anastrozole	Thromboembolism	0.0162602	0.0645793	0.03757716666666667
anastrozole	Tumour flare	0.0296443	0.035225	0.031623099999999994
anastrozole	Urinary tract infection	0.0789133	0.101164	0.09003865
anastrozole	Vaginal discharge	1e-06	0.131868	0.047347341666666674
anastrozole	Vaginal dryness	0.00587084	0.03	0.015355210000000001
anastrozole	Vaginal haemorrhage	1e-06	0.104396	0.040716888
anastrozole	Vaginal infection	0.0404269	0.0510666	0.04574675
anastrozole	Vaginal inflammation	0.0404269	0.0510666	0.04574675
anastrozole	Vasodilation	0.207436	0.252964	0.23020000000000002
anastrozole	Vasodilation procedure	0.207436	0.252964	0.23020000000000002
anastrozole	Vomiting	0.007	0.13	0.08780687333333333
anastrozole	Vulvovaginal dryness	0.00587084	0.03	0.015355210000000001
anastrozole	Vulvovaginitis	0.0484809	0.0627426	0.05707449999999999
anastrozole	Weight increased	0.0152672	0.13	0.06160055
anthracycline	Abdominal pain	0.03	0.23	0.12500000000000003
anthracycline	Abnormal vision	0.0	0.03	0.016666666666666666
anthracycline	Alopecia	0.0	0.36	0.14666666666666667
anthracycline	Anorectal discomfort	0.0	0.04	0.016666666666666666
anthracycline	Anorexia	0.02	0.26	0.16333333333333333
anthracycline	Arrhythmia	0.3	0.3	0.3
anthracycline	Arthralgia	0.0	0.07	0.043333333333333335
anthracycline	Asthenia	0.06	0.44	0.25
anthracycline	Back pain	0.0	0.16	0.08
anthracycline	Body temperature increased	0.05	0.49	0.32
anthracycline	Chest pain	0.0	0.09	0.042499999999999996
anthracycline	Chills	0.0	0.23	0.14
anthracycline	Constipation	0.0	0.18	0.08333333333333333
anthracycline	Cough	0.0	0.26	0.1175
anthracycline	Decreased appetite	0.02	0.26	0.16333333333333333
anthracycline	Depression	0.0	0.07	0.04
anthracycline	Diarrhoea	0.04	0.34	0.1825
anthracycline	Discomfort	0.01	0.11	0.06999999999999999
anthracycline	Dizziness	0.0	0.09	0.056666666666666664
anthracycline	Dyspnoea	0.03	0.23	0.14333333333333334
anthracycline	Fatigue	0.06	0.44	0.25
anthracycline	Feeling abnormal	0.01	0.11	0.06999999999999999
anthracycline	Gastrointestinal pain	0.03	0.23	0.12500000000000003
anthracycline	Headache	0.02	0.23	0.125
anthracycline	Hyperhidrosis	0.0	0.12	0.04666666666666666
anthracycline	Hypersensitivity	0.02	0.21	0.11249999999999999
anthracycline	Ill-defined disorder	0.01	0.11	0.06999999999999999
anthracycline	Influenza like illness	0.0	0.05	0.025
anthracycline	Influenza-like symptoms	0.0	0.05	0.025
anthracycline	Insomnia	0.0	0.14	0.06666666666666667
anthracycline	Malaise	0.01	0.4	0.176
anthracycline	Musculoskeletal discomfort	0.0	0.12	0.0625
anthracycline	Myalgia	0.0	0.12	0.06333333333333334
anthracycline	Nausea	0.03	0.51	0.26
anthracycline	Neuropathy	0.01	0.41	0.13999999999999999
anthracycline	Neuropathy peripheral	0.01	0.41	0.13999999999999999
anthracycline	Neutropenia	0.05	0.36	0.2275
anthracycline	Oedema	0.01	0.09	0.05
anthracycline	Opportunistic infection	0.27	0.4	0.335
anthracycline	Proctalgia	0.0	0.04	0.016666666666666666
anthracycline	Pruritus	0.0	0.14	0.07
anthracycline	Rectal tenesmus	0.0	0.04	0.016666666666666666
anthracycline	Rhinitis	0.0	0.12	0.06
anthracycline	Rigors	0.0	0.23	0.14
anthracycline	Sickness	0.27	0.4	0.335
anthracycline	Sinusitis	0.0	0.08	0.035
anthracycline	Stomatitis	0.0	0.09	0.045
anthracycline	Sweating increased	0.0	0.12	0.04666666666666666
anthracycline	Visual impairment	0.0	0.03	0.016666666666666666
anthracycline	Vomiting	0.02	0.85	0.27199999999999996
apixaban	Alanine aminotransferase abnormal	0.00844024	0.0120257	0.010155313333333334
apixaban	Alanine aminotransferase increased	0.00844024	0.0120257	0.010155313333333334
apixaban	Allergic oedema	0.01	0.01	0.01
apixaban	Anaemia	0.0258271	0.0301491	0.027988100000000002
apixaban	Anaphylactic shock	0.01	0.01	0.01
apixaban	Application site haemorrhage	0.01	0.01	0.01
apixaban	Aspartate aminotransferase increased	0.00793383	0.011687	0.00987361
apixaban	Blood alkaline phosphatase increased	0.01	0.01	0.01
apixaban	Blood bilirubin increased	0.01	0.01	0.01
apixaban	Catheter site haemorrhage	0.00911546	0.0101626	0.009759353333333333
apixaban	Cerebral haemorrhage	0.01	0.01	0.01
apixaban	Contusion	0.0140108	0.0221948	0.01908468
apixaban	Dermatitis	0.01	0.01	0.01
apixaban	Epistaxis	0.01	0.0357583	0.022502199999999997
apixaban	Gamma-glutamyltransferase increased	0.00641458	0.0110095	0.009141360000000001
apixaban	Gastrointestinal haemorrhage	0.01	0.01	0.01
apixaban	Gingival bleeding	0.00971599	0.0142857	0.011699696666666667
apixaban	Haematemesis	0.01	0.01	0.01
apixaban	Haematochezia	0.01	0.01	0.01
apixaban	Haematoma	0.0113099	0.0197287	0.0146627
apixaban	Haematuria	0.01	0.0209618	0.015609325000000002
apixaban	Haemoglobin	0.0113099	0.0137195	0.0125147
apixaban	Haemoptysis	0.0119581	0.0119581	0.0119581
apixaban	Haemorrhage	0.0113099	0.0137195	0.0125147
apixaban	Haemorrhagic anaemia	0.0258271	0.0301491	0.027988100000000002
apixaban	Haemorrhoidal haemorrhage	0.01	0.01	0.01
apixaban	Hypersensitivity	0.01	0.01	0.01
apixaban	Hypotension	0.01	0.01	0.01
apixaban	Incision site haematoma	0.01	0.01	0.01
apixaban	Incision site haemorrhage	0.01	0.01	0.01
apixaban	Intra-abdominal haemorrhage	0.01	0.01	0.01
apixaban	Intraoperative hemorrhage	0.01	0.01	0.01
apixaban	Intraspinal bleeding	0.01	0.01	0.01
apixaban	Liver function test abnormal	0.01	0.01	0.01
apixaban	Melaena	0.01	0.01	0.01
apixaban	Menorrhagia	0.0142003	0.0142003	0.0142003
apixaban	Mouth haemorrhage	0.01	0.01	0.01
apixaban	Nausea	0.0258271	0.0269309	0.026379
apixaban	Occult blood positive	0.01	0.01	0.01
apixaban	Post procedural haematoma	0.00911546	0.0101626	0.009759353333333333
apixaban	Post procedural haemorrhage	0.00911546	0.0101626	0.009759353333333333
apixaban	Procedural haemorrhage	0.01	0.01	0.01
apixaban	Procedural hypotension	0.01	0.01	0.01
apixaban	Rash	0.01	0.01	0.01
apixaban	Rectal haemorrhage	0.00971599	0.00971599	0.00971599
apixaban	Spinal cord haemorrhage	0.01	0.01	0.01
apixaban	Spinal haematoma	0.01	0.01	0.01
apixaban	Subarachnoid haemorrhage	0.01	0.01	0.01
apixaban	Subdural haematoma	0.01	0.01	0.01
apixaban	Thrombocytopenia	0.01	0.01	0.01
apixaban	Transaminases increased	0.00844024	0.0120257	0.010155313333333334
apixaban	Traumatic haemorrhage	0.01	0.01	0.01
apixaban	Urethral haemorrhage	0.0113099	0.0137195	0.0125147
apixaban	Urogenital haemorrhage	0.01	0.01	0.01
apixaban	Vaginal haemorrhage	0.01	0.01	0.01
apixaban	Vessel puncture site haematoma	0.00911546	0.0101626	0.009759353333333333
apixaban	Wound haemorrhage	0.00911546	0.0101626	0.009759353333333333
apixaban	Wound secretion	0.01	0.01	0.01
apomorphine	Angina pectoris	0.15	0.15	0.15
apomorphine	Chest pain	0.15	0.15	0.15
apomorphine	Confusional state	0.1	0.1	0.1
apomorphine	Contusion	0.16	0.16	0.16
apomorphine	Dizziness	0.2	0.2	0.2
apomorphine	Drowsiness	0.35	0.35	0.35
apomorphine	Dyskinesia	0.35	0.35	0.35
apomorphine	Feeling abnormal	0.1	0.1	0.1
apomorphine	Granuloma	0.04	0.04	0.04
apomorphine	Hallucination	0.1	0.1	0.1
apomorphine	Nasopharyngitis	0.2	0.2	0.2
apomorphine	Nausea	0.3	0.3	0.3
apomorphine	Oedema	0.1	0.1	0.1
apomorphine	Orthostatic hypotension	0.2	0.2	0.2
apomorphine	Pruritus	0.02	0.02	0.02
apomorphine	Rhinorrhoea	0.2	0.2	0.2
apomorphine	Somnolence	0.35	0.35	0.35
apomorphine	Swelling	0.1	0.1	0.1
apomorphine	Vomiting	0.3	0.3	0.3
apomorphine	Yawning	0.4	0.4	0.4
apraclonidine	Discomfort	0.06	0.06	0.06
apraclonidine	Dry mouth	0.1	0.1	0.1
apraclonidine	Dysgeusia	0.03	0.03	0.03
apraclonidine	Hyperaemia	0.13	0.13	0.13
apraclonidine	Lacrimation	0.04	0.04	0.04
apraclonidine	Lacrimation increased	0.04	0.04	0.04
apraclonidine	Nasal dryness	0.02	0.02	0.02
apraclonidine	Parosmia	0.01	0.01	0.01
apraclonidine	Pruritus	0.1	0.1	0.1
apremilast	Abdominal pain upper	0.00603622	0.020284	0.01316011
apremilast	Diarrhoea	0.018	0.0925553	0.0625448
apremilast	Headache	0.012	0.0588235	0.0397044
apremilast	Nasopharyngitis	0.00201207	0.0263692	0.014190635
apremilast	Nausea	0.018	0.0892495	0.0605654
apremilast	Upper respiratory tract infection	0.00603622	0.0385396	0.02228791
apremilast	Vomiting	0.00804829	0.0324544	0.020251345
aprepitant	Alanine aminotransferase increased	0.011	0.028	0.018
aprepitant	Alopecia	0.119	0.24	0.17625
aprepitant	Anaemia	0.0	0.043	0.019749999999999997
aprepitant	Anorexia	0.005	0.101	0.05700000000000001
aprepitant	Anxiety	0.0	0.005	0.0025
aprepitant	Aspartate aminotransferase increased	0.009	0.011	0.009999999999999998
aprepitant	Asthenia	0.002	0.219	0.059
aprepitant	Body temperature increased	0.059	0.106	0.08249999999999999
aprepitant	Bradycardia	0.039	0.044	0.041499999999999995
aprepitant	Constipation	0.02	0.18	0.08433333333333333
aprepitant	Decreased appetite	0.005	0.101	0.05700000000000001
aprepitant	Diarrhoea	0.009	0.103	0.05266666666666667
aprepitant	Dizziness	0.034	0.042	0.038000000000000006
aprepitant	Dyspepsia	0.004	0.084	0.03142857142857143
aprepitant	Epigastric discomfort	0.031	0.04	0.035500000000000004
aprepitant	Eructation	0.001	0.01	0.0055
aprepitant	Fatigue	0.009	0.219	0.08366666666666667
aprepitant	Flatulence	0.041	0.058	0.0495
aprepitant	Gastritis	0.031	0.042	0.036500000000000005
aprepitant	Headache	0.018	0.164	0.07014285714285715
aprepitant	Heartburn	0.049	0.053	0.051000000000000004
aprepitant	Hiccups	0.002	0.108	0.041
aprepitant	Hot flush	0.014	0.03	0.022
aprepitant	Hypertension	0.021	0.032	0.026500000000000003
aprepitant	Hypotension	0.046	0.057	0.051500000000000004
aprepitant	Infusion site reactions	0.03	0.03	0.03
aprepitant	Insomnia	0.021	0.056	0.034249999999999996
aprepitant	Laryngeal pain	0.023	0.03	0.0265
aprepitant	Mediastinal disorder	0.029	0.046	0.0375
aprepitant	Menopausal symptoms	0.014	0.03	0.022
aprepitant	Mucosal inflammation	0.025	0.035	0.030000000000000002
aprepitant	Nausea	0.071	0.127	0.09366666666666668
aprepitant	Neutropenia	0.029	0.089	0.05783333333333333
aprepitant	Pharyngolaryngeal pain	0.023	0.03	0.0265
aprepitant	Pruritus	0.076	0.084	0.08
aprepitant	Stomatitis	0.044	0.053	0.0485
aprepitant	Tinnitus	0.037	0.038	0.0375
aprepitant	Urinary tract infection	0.023	0.032	0.0275
aprepitant	Vomiting	0.025	0.039	0.032
argatroban	Abdominal pain	0.016	0.036	0.025
argatroban	Acute coronary syndrome	0.0357143	0.036	0.03585715
argatroban	Angina pectoris	0.0178571	0.0178571	0.0178571
argatroban	Angiopathy	0.00892857	0.00892857	0.00892857
argatroban	Aortic valve stenosis	0.00892857	0.00892857	0.00892857
argatroban	Apnoea	0.0	0.08	0.052000000000000005
argatroban	Arterial thrombosis	0.00892857	0.00892857	0.00892857
argatroban	Atrial fibrillation	0.03	0.114	0.07200000000000001
argatroban	Back pain	0.08	0.137	0.10850000000000001
argatroban	Body temperature increased	0.005	0.09	0.04299285700000001
argatroban	Bradycardia	0.035	0.045	0.04
argatroban	Cardiac arrest	0.031	0.09	0.06475
argatroban	Cardiac failure	0.0	0.05	0.025
argatroban	Cerebrovascular disorder	0.00892857	0.041	0.024309523333333333
argatroban	Chest pain	0.00892857	0.152	0.066785714
argatroban	Confusional state	0.0	0.06	0.02333333333333333
argatroban	Constipation	0.01	0.08	0.03666666666666667
argatroban	Coronary artery occlusion	0.0178571	0.0178571	0.0178571
argatroban	Coronary artery thrombosis	0.0178571	0.0178571	0.0178571
argatroban	Cough	0.016	0.028	0.022
argatroban	Dermatitis	0.02	0.07	0.043333333333333335
argatroban	Diarrhoea	0.0	0.11	0.04542857142857143
argatroban	Dizziness	0.0	0.05	0.023333333333333334
argatroban	Dyspnoea	0.081	0.088	0.08449999999999999
argatroban	Feeling abnormal	0.0	0.06	0.02333333333333333
argatroban	Gangrene	0.01	0.05	0.03333333333333333
argatroban	Gastrointestinal disorder	0.00892857	0.00892857	0.00892857
argatroban	Gastrointestinal haemorrhage	0.00892857	0.00892857	0.00892857
argatroban	Gastrointestinal pain	0.016	0.036	0.025
argatroban	Gastrooesophageal reflux disease	0.00892857	0.00892857	0.00892857
argatroban	Haematemesis	0.026	0.026	0.026
argatroban	Haematoma	0.036	0.036	0.036
argatroban	Haematuria	0.005	0.116	0.0312
argatroban	Haemoglobin	0.005	0.067	0.034199999999999994
argatroban	Haemoptysis	0.008	0.029	0.015333333333333332
argatroban	Haemorrhage	0.005	0.067	0.034199999999999994
argatroban	Haemorrhage intracranial	0.0	0.005	0.0025
argatroban	Headache	0.054	0.055	0.0545
argatroban	Hypotension	0.0	0.107	0.0628
argatroban	Infection	0.036	0.07	0.04575
argatroban	Kidney function abnormal	0.028	0.047	0.0375
argatroban	Myocardial infarction	0.0357143	0.036	0.03585715
argatroban	Myocardial ischaemia	0.0178571	0.0178571	0.0178571
argatroban	Nausea	0.0	0.115	0.043222222222222224
argatroban	Pain	0.03	0.09	0.047400000000000005
argatroban	Peripheral gangrene	0.01	0.05	0.03333333333333333
argatroban	Peripheral ischaemia	0.06	0.08	0.07
argatroban	Pleural effusion	0.03	0.05	0.04
argatroban	Pneumonia	0.02	0.15	0.0692
argatroban	Pulmonary embolism	0.04	0.13	0.08
argatroban	Pulmonary oedema	0.00892857	0.00892857	0.00892857
argatroban	Rash	0.02	0.07	0.043333333333333335
argatroban	Renal failure acute	0.03	0.07	0.05000000000000001
argatroban	Renal impairment	0.028	0.047	0.0375
argatroban	Respiratory failure	0.0	0.06	0.02333333333333333
argatroban	Respiratory insufficiency	0.0	0.06	0.02333333333333333
argatroban	Retroperitoneal haemorrhage	0.00892857	0.00892857	0.00892857
argatroban	Sepsis	0.03	0.14	0.08733333333333333
argatroban	Tachycardia	0.03	0.07	0.0475
argatroban	Thrombophlebitis	0.0	0.15	0.05666666666666667
argatroban	Thrombosis	0.0561404	0.195652	0.12421469999999998
argatroban	Urinary tract infection	0.04	0.08	0.05449999999999999
argatroban	Ventricular tachycardia	0.031	0.048	0.0395
argatroban	Vomiting	0.0	0.068	0.04471428571428571
aripiprazole	Abdominal discomfort	0.01	0.03	0.02
aripiprazole	Abdominal pain upper	0.03	0.03	0.03
aripiprazole	Accidental injury	0.05	0.06	0.055
aripiprazole	Agitation	0.01	0.25	0.1077777777777778
aripiprazole	Akathisia	0.0	0.25	0.10207142857142859
aripiprazole	Angiopathy	0.02	0.02	0.02
aripiprazole	Anxiety	0.01	0.25	0.134
aripiprazole	Arthralgia	0.01	0.05	0.03333333333333333
aripiprazole	Asthenia	0.02	0.17	0.091
aripiprazole	Body temperature increased	0.03	0.09	0.056666666666666664
aripiprazole	Constipation	0.03	0.13	0.08166666666666667
aripiprazole	Cough	0.02	0.03	0.025
aripiprazole	Decreased appetite	0.04	0.07	0.05500000000000001
aripiprazole	Dermatitis	0.02	0.06	0.04
aripiprazole	Diarrhoea	0.0	0.05	0.02666666666666667
aripiprazole	Disturbance in attention	0.01	0.03	0.02
aripiprazole	Dizziness	0.01	0.11	0.055
aripiprazole	Drooling	0.04	0.09	0.065
aripiprazole	Dry mouth	0.01	0.05	0.030000000000000002
aripiprazole	Dyskinesia	0.01	0.01	0.01
aripiprazole	Dysmenorrhoea	0.02	0.02	0.02
aripiprazole	Dyspepsia	0.01	0.15	0.09
aripiprazole	Extrapyramidal disorder	0.0	0.2	0.0874
aripiprazole	Fatigue	0.02	0.17	0.09100000000000001
aripiprazole	Feeling jittery	0.01	0.03	0.02
aripiprazole	Headache	0.07	0.32	0.20777777777777778
aripiprazole	Hypersomnia	0.01	0.01	0.01
aripiprazole	Hypertension	0.02	0.02	0.02
aripiprazole	Increased appetite	0.03	0.07	0.05
aripiprazole	Injection site pain	0.051	0.051	0.051
aripiprazole	Injury	0.05	0.06	0.055
aripiprazole	Insomnia	0.04	0.24	0.14200000000000002
aripiprazole	Irritability	0.01	0.01	0.01
aripiprazole	Laryngeal pain	0.03	0.04	0.035
aripiprazole	Lethargy	0.02	0.05	0.035
aripiprazole	Leukopenia	0.01	0.01	0.01
aripiprazole	Lightheadedness	0.08	0.11	0.095
aripiprazole	Mental disorder	0.17	0.2	0.185
aripiprazole	Muscle spasms	0.02	0.02	0.02
aripiprazole	Musculoskeletal discomfort	0.01	0.05	0.030000000000000006
aripiprazole	Musculoskeletal stiffness	0.01	0.04	0.025
aripiprazole	Myalgia	0.01	0.04	0.025
aripiprazole	Nasal congestion	0.02	0.03	0.025
aripiprazole	Nasopharyngitis	0.02	0.06	0.03666666666666667
aripiprazole	Nausea	0.08	0.16	0.1157142857142857
aripiprazole	Nervousness	0.01	0.03	0.02
aripiprazole	Neutropenia	0.01	0.01	0.01
aripiprazole	Oedema peripheral	0.01	0.02	0.015
aripiprazole	Orthostatic hypotension	0.01	0.01	0.01
aripiprazole	Pain	0.02	0.03	0.025
aripiprazole	Pain in extremity	0.02	0.04	0.03
aripiprazole	Pharyngitis	0.03	0.04	0.035
aripiprazole	Pharyngolaryngeal pain	0.03	0.04	0.035
aripiprazole	Rash	0.02	0.06	0.04
aripiprazole	Rhinitis	0.03	0.04	0.035
aripiprazole	Rhinorrhoea	0.02	0.02	0.02
aripiprazole	Salivary hypersecretion	0.01	0.06	0.032
aripiprazole	Somnolence	0.04	0.23	0.10200000000000002
aripiprazole	Tachycardia	0.01	0.02	0.015
aripiprazole	Thirst	0.01	0.01	0.01
aripiprazole	Thrombocytopenia	0.01	0.01	0.01
aripiprazole	Toothache	0.03	0.04	0.035
aripiprazole	Tremor	0.02	0.1	0.05750000000000001
aripiprazole	Upper respiratory tract infection	0.06	0.06	0.06
aripiprazole	Upset stomach	0.01	0.03	0.02
aripiprazole	Vision blurred	0.01	0.08	0.045
aripiprazole	Vomiting	0.01	0.14	0.075
aripiprazole	Weight increased	0.02	0.09	0.04666666666666667
arsenic	Dizziness	1.0	1.0	1.0
arsenic	Headache	1.0	1.0	1.0
arsenic	Hyperglycaemia	1.0	1.0	1.0
arsenic	Hypokalaemia	1.0	1.0	1.0
arsenic	Hypomagnesaemia	1.0	1.0	1.0
arsenic	Paraesthesia	1.0	1.0	1.0
arsenic	Tachycardia	1.0	1.0	1.0
asenapine	Abdominal discomfort	0.01	0.03	0.02
asenapine	Agitation	0.0131694	0.0240582	0.0186138
asenapine	Akathisia	0.04	0.12	0.07699918888888888
asenapine	Alanine aminotransferase increased	0.0117126	0.0201932	0.0159529
asenapine	Anxiety	0.011	0.04	0.025247825
asenapine	Arthralgia	0.03	0.03	0.03
asenapine	Asthenia	0.0275404	0.046532	0.0360181
asenapine	Constipation	0.0155112	0.07	0.03931646
asenapine	Depression	0.02	0.02	0.02
asenapine	Depressive symptom	0.013	0.013	0.013
asenapine	Dizziness	0.03	0.11	0.05505242857142857
asenapine	Dry mouth	0.01	0.04741	0.02496412
asenapine	Dysgeusia	0.03	0.03	0.03
asenapine	Dyspepsia	0.04	0.04	0.04
asenapine	Extrapyramidal disorder	0.06	0.12	0.08800000000000001
asenapine	Extrapyramidal symptoms	0.06	0.12	0.08800000000000001
asenapine	Fatigue	0.0275404	0.046532	0.0360181
asenapine	Headache	0.039886	0.12	0.07231786666666666
asenapine	Hypertension	0.02	0.03	0.025
asenapine	Hypoaesthesia oral	0.00263389	0.07	0.03803417
asenapine	Increased appetite	0.0	0.0412643	0.024673633333333334
asenapine	Insomnia	0.019	0.16	0.08511305714285713
asenapine	Irritability	0.01	0.02	0.015
asenapine	Musculoskeletal discomfort	0.03	0.03	0.03
asenapine	Nausea	0.0254609	0.0335549	0.0295079
asenapine	Oedema peripheral	0.03	0.03	0.03
asenapine	Pain in extremity	0.02	0.02	0.02
asenapine	Parkinsonism	0.0131694	0.0316556	0.0224125
asenapine	Salivary hypersecretion	0.01	0.04	0.023333333333333334
